	YEAR	MONTH	DAY	HOUR	MIN	  LAT	LON	P_hail_BC2019	MIN10PCT	MIN19PCT	MIN37PCT	MIN85PCT	FLAG
	2016	12	08	11	39	 -36.21	 152.34	0.407		270.1731	259.6465	194.7041	 90.2971	1
	2016	12	11	21	58	 -16.94	 139.58	0.498		278.2675	258.9143	180.3657	 73.4179	1
	2016	12	15	10	15	 -21.66	 140.52	0.285		291.8345	266.4442	213.9702	 91.7715	1
	2016	12	16	20	46	 -15.92	 129.95	0.201		294.0194	272.1360	219.2944	 80.1808	1
	2016	12	17	18	18	 -32.66	 154.55	0.232		274.8746	265.5034	210.0666	108.2614	1
	2016	12	20	17	16	 -35.88	 154.63	0.299		275.9781	263.3509	201.7700	 75.2551	1
	2016	12	22	20	17	 -14.81	 113.67	0.282		274.7975	265.9627	206.5542	 83.1051	1
	2016	12	24	07	14	 -30.01	 151.68	0.205		280.4755	262.8254	223.4005	140.4324	1
	2016	12	24	08	42	 -15.69	 119.24	0.652		276.5843	256.4480	148.4190	 58.4934	1
	2016	12	25	19	15	 -16.82	 122.38	0.218		277.6167	269.3210	204.8930	 72.4469	1
	2016	12	26	08	33	 -21.28	 118.39	0.282		317.1275	264.7571	202.7302	 83.8542	1
	2016	12	28	06	53	 -29.50	 138.96	0.284		298.1554	264.8399	192.0388	 85.7723	1
	2017	01	03	16	11	 -15.02	 125.25	0.500		277.4721	261.5621	172.6391	 62.2731	1
	2017	01	12	11	27	 -29.40	 151.91	0.616		276.0847	251.8821	174.8387	 84.2062	1
	2017	01	13	12	11	 -17.49	 144.19	0.643		282.1048	257.6641	146.7886	 57.0916	1
	2017	01	14	11	17	 -26.28	 148.79	0.308		287.4118	265.9267	203.6971	 85.4987	1
	2017	01	25	07	59	 -29.81	 149.30	0.366		284.9102	262.8773	204.6224	 96.2651	1
	2017	01	29	06	03	 -31.93	 150.89	0.271		283.5630	260.4753	208.1577	120.4473	1
	2017	01	29	07	39	 -19.76	 138.50	0.225		292.7904	269.5211	211.1931	 88.5071	1
	2017	01	29	07	40	 -20.54	 139.90	0.240		296.1945	268.2002	210.1870	 93.5252	1
	2017	01	29	07	40	 -19.16	 139.43	0.303		288.0302	266.8480	195.2226	 88.9253	1
	2017	01	29	20	56	 -13.77	 129.54	0.205		283.5247	271.2594	207.4342	 77.4699	1
	2017	01	30	08	19	 -28.46	 123.94	0.206		322.2953	269.0536	208.3457	 74.2535	1
	2017	01	30	08	22	 -17.25	 124.81	0.227		300.3944	271.3038	200.0535	 67.0353	1
	2017	01	30	08	22	 -17.77	 128.21	0.682		282.4636	250.7424	183.3299	 65.7498	1
	2017	01	30	08	23	 -16.86	 129.23	0.271		282.6407	270.0746	199.2305	 71.8826	1
	2017	01	31	07	31	 -14.52	 129.93	0.293		294.9224	268.4397	196.3652	 57.2288	1
	2017	01	31	20	47	 -17.63	 124.75	0.248		279.4753	270.3624	200.5815	 70.8969	1
	2017	02	01	08	10	 -23.42	 113.96	0.481		293.4903	263.2352	184.0151	 66.8707	1
	2017	02	01	08	12	 -20.51	 119.85	0.466		290.7866	262.0755	185.2375	 72.5507	1
	2017	02	04	05	33	 -35.83	 128.92	0.214		276.0082	263.9294	210.4079	118.9326	1
	2017	02	13	17	26	 -19.12	 127.13	0.265		291.6317	268.4591	206.9779	 81.7959	1
	2017	02	18	14	48	 -35.62	 153.86	0.233		275.4198	264.8095	212.7334	115.4967	1
	2017	02	22	12	47	  -9.24	 149.53	0.206		278.7989	269.5993	216.8364	 86.7534	1
	2017	03	05	11	05	 -12.94	 128.82	0.273		281.7535	269.0273	194.2119	 61.1189	1
	2017	03	11	09	00	 -12.77	 131.55	0.210		286.7000	270.8260	212.6407	 82.0950	1
	2017	03	15	07	09	 -23.75	 147.76	0.402		285.8161	255.6522	194.3686	 97.1488	1
	2017	03	15	07	09	 -24.33	 148.41	0.261		282.8648	260.7852	207.2672	109.6568	1
	2017	03	15	07	09	 -25.37	 148.17	0.223		286.0007	265.0375	205.9485	113.0606	1
	2017	03	15	07	10	 -28.11	 148.19	0.349		289.6889	257.8389	207.2755	121.8216	0
	2017	03	15	08	39	 -14.22	 127.02	0.308		294.8538	268.2924	198.3214	 66.2752	1
	2017	03	19	06	49	 -20.40	 139.59	0.427		287.9477	259.7570	197.2368	100.9390	1
	2017	03	19	06	49	 -21.25	 140.74	0.628		288.3538	252.0907	192.6921	 98.6606	1
	2017	03	22	05	52	 -32.94	 146.78	0.256		304.0342	261.0581	210.5231	113.3385	1
	2017	04	09	09	23	 -40.66	 151.38	0.274		273.9576	266.7988	211.2668	121.7076	1
	2017	04	09	09	23	 -37.89	 151.90	0.246		269.1395	265.7401	222.1817	134.3943	0
	2017	05	19	11	44	 -17.21	 154.44	0.224		275.4843	269.7385	211.9353	 79.3969	1
	2017	05	19	11	44	 -18.19	 154.72	0.256		276.7845	263.8214	206.6196	 98.4169	1
	2017	05	23	11	30	 -42.22	 151.05	0.284		273.2585	264.5786	220.5589	121.4088	1
	2017	06	21	05	00	 -37.20	 116.12	0.359		270.7152	259.1908	210.9424	112.3914	1
	2017	06	21	14	40	 -36.40	 117.28	0.630		269.5043	254.0889	204.0889	122.8898	1
	2017	06	21	14	41	 -35.93	 117.51	0.348		273.6638	260.0334	211.7426	137.4566	0
	2017	07	02	01	48	 -36.97	 128.11	0.241		271.8956	267.2249	230.9100	137.7014	1
	2017	08	23	17	54	 -34.42	 153.33	0.487		267.8324	261.2299	206.9126	117.2043	1
	2017	09	07	06	06	 -23.04	 115.15	0.329		300.4529	257.9825	205.4692	118.2360	1
	2017	09	16	01	32	 -38.00	 154.56	0.219		270.6291	266.7550	230.0429	129.0958	1
	2017	09	22	09	13	 -26.47	 153.00	0.221		278.1318	263.5211	219.5524	114.0731	1
	2017	10	02	08	28	 -15.19	 127.31	0.218		299.3347	269.0081	201.5827	102.4918	1
	2017	10	10	06	13	 -27.50	 125.81	0.326		310.4404	258.5043	218.8232	123.6885	1
	2017	10	10	06	13	 -26.61	 126.02	0.502		300.8216	256.3198	200.0954	115.7217	1
	2017	10	10	06	13	 -25.49	 125.80	0.694		289.3606	244.1879	202.6611	108.3245	0
	2017	10	10	06	14	 -23.60	 126.64	0.344		305.2043	264.0162	215.6889	137.2463	0
	2017	10	13	03	39	 -25.00	 148.95	0.442		286.8996	256.4832	204.1645	134.3563	0
	2017	10	13	03	39	 -24.08	 146.45	0.377		283.9519	261.5231	206.9428	120.2345	0
	2017	10	13	03	40	 -26.11	 152.90	0.299		280.4864	267.7123	201.1087	 88.5754	1
	2017	10	14	02	46	 -29.49	 150.58	0.212		283.8579	267.1750	219.5005	116.9543	1
	2017	10	15	03	30	 -19.82	 144.23	0.365		292.0937	260.9044	189.3798	 92.6334	1
	2017	10	15	03	31	 -18.98	 141.79	0.334		293.2271	264.9173	204.9084	 99.8151	1
	2017	10	24	23	32	 -36.06	 153.55	0.867		269.3169	246.4957	176.6950	 85.1588	1
	2017	10	26	13	40	 -34.93	 152.53	0.254		272.3466	268.2473	219.0629	135.0225	0
	2017	10	29	12	37	 -29.17	 154.29	0.420		276.2443	258.5990	195.1643	 93.9461	1
	2017	11	06	10	22	 -28.81	 153.60	0.353		258.1608	264.5429	203.9412	 88.6340	1
	2017	11	06	11	52	 -21.09	 120.10	0.836		266.1555	215.8396	167.5268	 84.9834	1
	2017	11	07	09	29	 -24.58	 154.73	0.598		271.7335	239.2253	180.6612	 99.0079	1
	2017	11	10	09	58	 -17.15	 134.85	0.215		300.6284	267.4243	215.9020	108.9478	1
	2017	11	11	09	07	 -18.07	 137.24	0.254		294.2752	262.4134	210.4474	118.5688	1
	2017	11	15	08	50	 -25.13	 130.89	0.287		281.8657	249.8531	216.2811	144.9832	0
	2017	11	17	07	08	 -28.75	 148.78	0.254		296.5046	264.3375	209.9709	125.7597	1
	2017	11	21	06	45	 -17.29	 133.49	0.585		288.8685	256.7340	184.7804	 82.5768	1
	2017	11	22	05	54	 -19.22	 139.42	0.626		280.4373	241.3706	192.0475	100.0715	1
	2017	11	22	05	54	 -19.91	 139.83	0.276		303.5063	264.5703	219.1621	116.9916	1
	2017	11	22	05	54	 -20.80	 140.67	0.255		300.1779	264.8964	220.2553	124.1888	0
	2017	11	23	06	36	 -21.71	 132.64	0.282		301.6227	259.4213	205.8855	112.8944	1
	2017	11	23	06	41	 -37.24	 141.27	0.231		280.2956	265.9792	224.5501	122.2216	1
	2017	11	28	05	27	 -27.44	 129.22	0.233		308.9221	261.4657	223.5245	147.1604	0
	2017	11	28	05	27	 -28.33	 129.28	0.298		299.5229	260.0213	198.8667	119.0435	0
	2017	11	30	13	33	 -17.86	 154.74	0.232		279.2672	268.4693	204.9957	 88.1022	1
	2017	12	05	13	51	 -18.80	 125.21	0.366		299.8328	261.2460	194.7694	 79.7078	1
	2017	12	11	11	44	 -27.05	 122.42	0.947		273.6486	200.7103	138.3568	 77.5408	1
	2017	12	12	10	56	 -16.96	 139.36	0.232		290.1678	268.0081	213.7357	121.6724	1
	2017	12	15	00	00	 -13.88	 125.61	0.228		274.6567	267.9238	214.7460	 87.6242	1
	2017	12	17	08	05	 -32.28	 150.33	0.312		284.0460	263.3990	219.9371	148.4409	0
	2017	12	17	08	05	 -31.93	 150.17	0.635		292.7010	254.7221	201.5012	115.2681	1
	2017	12	17	08	06	 -27.98	 150.62	0.410		276.0500	253.4850	205.8360	137.7933	0
	2017	12	18	08	46	 -30.85	 134.18	0.228		292.1088	259.5066	226.7433	154.9279	0
	2017	12	19	07	53	 -37.42	 145.12	0.224		279.0144	259.1480	215.4131	131.3716	1
	2017	12	19	07	53	 -36.79	 144.55	0.499		284.0203	254.8629	194.4512	100.3207	1
	2017	12	19	07	54	 -33.11	 141.79	0.282		319.0780	263.1049	208.6663	110.5107	1
	2017	12	23	07	36	 -18.78	 140.72	0.254		304.3863	270.3147	202.1754	100.0354	1
	2017	12	24	08	17	 -18.78	 121.98	0.226		297.6525	270.3574	213.7874	 97.7998	1
	2017	12	25	05	49	 -29.52	 151.23	0.208		276.5446	262.2748	220.4447	143.3973	0
	2017	12	25	05	49	 -29.01	 151.66	0.484		279.6198	255.8470	195.6544	109.5281	1
	2017	12	25	05	49	 -28.73	 152.71	0.969		265.2790	212.7062	138.4839	 72.0679	1
	2017	12	25	05	50	 -27.35	 149.73	0.508		289.0252	259.5419	194.7178	 92.6607	1
	2017	12	27	05	39	 -24.98	 148.15	0.381		283.2683	250.4965	206.0831	 93.5633	1
	2017	12	31	18	46	 -36.70	 151.54	0.364		274.4440	263.1004	195.7194	 90.2678	1
	2018	01	01	04	30	 -25.93	 149.87	0.353		286.0392	265.5500	195.8443	 79.9116	1
	2018	01	01	06	06	 -12.80	 131.37	0.212		291.3613	269.2707	210.1095	 86.2079	1
	2018	01	02	03	35	 -37.13	 149.61	0.203		274.9119	259.9244	228.7842	133.3097	1
	2018	01	02	03	36	 -30.92	 152.71	0.552		280.0339	255.9846	195.5637	 88.6777	1
	2018	01	02	05	13	 -16.55	 135.08	0.618		301.4849	250.4175	186.7280	 99.0423	1
	2018	01	02	05	13	 -17.31	 136.59	0.273		309.0994	261.7775	212.2859	106.9958	1
	2018	01	03	05	54	 -19.57	 121.52	0.206		315.4661	269.9412	216.1580	 78.7798	1
	2018	01	03	05	54	 -18.81	 122.44	0.232		301.4597	268.9767	210.0600	 81.8296	1
	2018	01	03	05	56	 -15.71	 124.61	0.216		285.3171	268.0904	212.1278	 79.0714	1
	2018	01	04	05	05	 -13.06	 132.56	0.202		281.1516	270.1262	216.3050	 90.9819	1
	2018	01	07	17	19	 -15.88	 124.28	0.233		285.7777	271.2437	201.8359	 83.7755	1
	2018	01	09	03	55	 -16.67	 121.90	0.209		285.0429	271.8207	200.9888	 63.2088	1
	2018	01	14	14	28	 -16.59	 139.85	0.216		280.4100	269.1345	209.1374	 66.6715	1
	2018	01	15	13	38	 -19.40	 147.61	0.224		279.9250	269.1526	212.4194	 84.8041	1
	2018	01	16	14	18	 -13.53	 133.80	0.223		282.6536	269.9701	213.2400	 92.3397	1
	2018	01	20	14	00	 -21.92	 117.67	0.767		299.1679	243.4677	164.0709	 76.1725	1
	2018	01	20	14	00	 -19.91	 122.46	0.216		302.1938	270.3365	202.4019	 85.1235	1
	2018	01	25	12	52	 -28.97	 119.92	0.514		298.1801	256.3965	190.1884	 98.4062	1
	2018	01	26	11	58	 -19.57	 123.07	0.213		309.0141	263.1139	204.7287	 79.8924	1
	2018	02	03	08	13	 -21.92	 144.38	0.307		293.0479	267.3861	200.4236	 70.3871	1
	2018	02	04	08	52	 -12.60	 131.26	0.378		285.1510	265.8340	184.8905	 66.1553	1
	2018	02	07	09	29	 -30.14	 120.81	0.304		295.3647	267.9372	199.2355	 89.4131	1
	2018	02	11	06	03	 -27.21	 152.24	0.215		290.9759	258.1160	210.0864	139.8100	0
	2018	02	11	07	34	 -21.89	 127.36	0.224		308.4626	268.0976	220.0422	127.7191	0
	2018	02	14	05	04	 -41.05	 153.88	0.239		271.9868	264.3311	215.8811	107.1177	1
	2018	02	15	17	04	 -16.20	 120.78	0.227		282.1571	269.4608	208.0611	 77.5426	1
	2018	02	16	04	50	 -23.98	 147.07	0.222		298.2295	268.8145	212.5627	119.2048	0
	2018	02	20	14	18	 -18.21	 140.07	0.327		298.7788	268.8480	181.9678	 54.4871	1
	2018	02	20	14	18	 -18.84	 141.99	0.699		282.7880	255.3466	148.8989	 65.9590	1
	2018	02	21	13	26	 -17.06	 146.20	0.269		274.4947	265.7628	202.7303	 77.6088	1
	2018	02	21	13	26	 -17.80	 148.12	0.360		280.2084	262.5970	188.7108	 75.2686	1
	2018	02	22	14	06	 -15.64	 138.52	0.219		279.4307	268.3968	212.8033	 87.6934	1
	2018	02	25	03	11	 -14.27	 126.38	0.223		288.9581	270.1570	205.0282	 86.4356	1
	2018	02	25	13	03	 -17.92	 134.88	0.521		286.1548	254.7784	177.1819	 75.4743	1
	2018	02	25	13	03	 -17.07	 136.28	0.404		288.2197	262.0505	188.4377	 62.3871	1
	2018	02	25	13	03	 -17.32	 135.34	0.278		288.6224	265.7164	201.1939	 83.1843	1
	2018	02	25	13	03	 -18.26	 140.20	0.311		286.3703	267.2599	202.1961	 81.7659	1
	2018	02	26	03	57	 -30.99	 119.92	0.437		291.7196	254.1131	193.7082	110.0118	1
	2018	03	01	12	40	 -20.33	 123.86	0.246		300.7220	269.9890	209.0678	 89.2716	1
	2018	03	06	11	27	 -21.21	 117.16	0.604		298.3282	257.5151	173.6012	 73.6116	1
	2018	03	16	20	49	 -11.95	 128.81	0.223		277.1695	269.9471	205.1548	 75.1434	1
	2018	03	18	20	39	 -14.04	 122.75	0.457		274.6416	262.2509	182.0690	 59.2370	1
	2018	03	19	06	33	 -14.93	 141.52	0.229		284.3026	272.1471	201.7319	 64.0297	1
	2018	03	23	06	13	 -14.83	 128.43	0.310		292.6841	263.6507	189.0641	 62.6070	1
	2018	03	23	06	14	 -14.05	 126.51	0.255		294.5175	267.3279	199.1329	 67.6243	1
	2018	03	31	17	18	 -18.95	 121.78	0.271		282.3513	268.8977	196.3533	 82.7144	1
	2018	04	07	12	52	 -16.99	 153.49	0.457		280.3937	262.6185	171.5263	 57.6589	1
	2018	04	14	11	35	 -31.98	 154.20	0.589		274.2667	245.8963	188.5524	 96.2452	1
	2018	05	10	04	40	 -41.84	 153.97	0.240		269.2763	264.4039	216.6929	126.8072	1
	2018	07	22	18	16	 -36.41	 127.61	0.228		269.4030	261.9124	229.2277	142.4174	1
	2018	08	11	10	18	 -37.37	 153.40	0.406		270.7253	256.7453	213.0096	119.8689	1
	2018	08	28	08	09	 -35.38	 119.07	0.471		270.2035	259.1993	209.5331	119.1104	1
	2018	10	10	07	54	 -32.94	 147.47	0.235		288.8834	260.4742	223.2269	160.2988	0
	2018	10	10	09	24	 -25.35	 123.74	0.225		285.6080	256.9829	224.3374	171.5766	0
	2018	10	11	07	00	 -25.46	 150.23	0.694		278.0335	239.5415	183.0437	103.5796	1
	2018	10	11	07	00	 -25.75	 151.05	0.577		273.8310	239.8050	197.3999	113.1606	1
	2018	10	13	06	48	 -18.77	 146.06	0.289		280.8626	261.4622	210.9801	127.2020	1
	2018	10	15	06	39	 -19.12	 139.50	0.242		290.3853	268.7352	221.3128	121.1341	0
	2018	10	18	05	39	 -27.35	 147.66	0.263		301.5036	260.5904	208.7377	110.8516	1
	2018	10	20	05	26	 -15.65	 128.93	0.201		303.7324	266.5612	215.0195	 95.0995	1
	2018	10	21	04	37	 -24.91	 148.54	0.277		292.9472	263.8192	218.7317	122.2917	1
	2018	10	23	12	37	 -43.37	 154.47	0.203		271.2320	264.4534	224.6995	113.8366	1
	2018	10	25	04	15	 -17.39	 128.95	0.448		296.1594	260.7771	193.8428	 92.3505	1
	2018	11	02	11	51	 -18.50	 137.35	0.428		302.2878	259.9256	196.2918	 80.4744	1
	2018	11	03	12	29	 -27.37	 120.63	0.388		288.8237	254.9058	205.6859	134.8745	0
	2018	11	03	12	33	 -15.08	 127.76	0.223		297.6115	268.2382	222.1739	 88.4808	1
	2018	11	05	10	45	 -30.01	 136.68	0.264		295.1840	266.4099	205.1564	 99.0670	1
	2018	11	06	09	52	 -33.50	 143.86	0.297		305.9472	265.7546	202.9943	110.8844	0
	2018	11	11	10	14	 -27.80	 123.78	0.392		285.5000	256.0767	212.5318	129.8004	0
	2018	11	11	10	14	 -28.18	 124.12	0.231		289.2040	255.2348	218.2133	137.2215	0
	2018	11	12	09	22	 -28.73	 130.05	0.226		302.4071	262.0049	220.3931	114.2609	1
	2018	11	12	09	22	 -28.57	 129.72	0.263		300.3008	263.5390	222.3983	120.4314	1
	2018	11	14	09	14	 -15.65	 127.64	0.633		285.8931	255.0462	189.5911	 97.9852	1
	2018	11	14	09	14	 -15.24	 124.87	0.313		292.1089	264.8619	206.2142	107.7062	1
	2018	11	14	09	14	 -16.05	 129.97	0.282		302.0494	267.6771	211.5351	 86.3435	1
	2018	11	14	09	15	 -13.30	 131.27	0.241		297.6232	267.7928	207.7846	 86.4885	1
	2018	11	17	06	38	 -27.01	 152.25	0.334		274.5302	258.5891	209.1540	142.6978	0
	2018	11	17	06	38	 -26.69	 152.84	0.492		270.1883	250.7424	206.0865	122.6525	0
	2018	11	17	08	13	 -16.02	 125.54	0.314		292.2981	261.0362	201.7527	117.5343	1
	2018	11	19	08	03	 -17.31	 124.67	0.213		310.0327	269.7055	220.3868	106.8133	1
	2018	11	19	08	04	 -15.54	 126.08	0.205		307.1770	269.3875	220.6355	120.5987	1
	2018	11	20	05	34	 -32.58	 147.08	0.278		298.6985	253.6893	219.8430	145.7497	0
	2018	11	20	05	34	 -31.96	 146.10	0.446		297.3947	263.1521	199.1059	104.8898	1
	2018	11	20	05	35	 -31.91	 147.35	0.634		309.2506	254.7505	210.6844	137.5495	0
	2018	11	20	05	35	 -30.45	 146.64	0.442		291.8549	261.0892	201.1678	108.8972	0
	2018	11	21	06	20	 -20.99	 142.15	0.458		298.0450	260.1484	184.9472	 80.4670	1
	2018	11	24	05	21	 -11.81	 142.46	0.435		285.3006	262.5891	184.5101	 69.6360	1
	2018	11	27	04	18	 -18.68	 141.25	0.460		299.1988	261.3968	188.4749	 63.1652	1
	2018	11	27	04	18	 -18.05	 140.68	0.314		298.0274	267.9309	202.8597	 75.6125	1
	2018	11	28	03	25	 -25.88	 153.24	0.651		274.5221	249.3546	186.5627	 95.1234	1
	2018	11	28	03	25	 -27.43	 153.79	0.700		272.5239	243.5093	180.8298	 82.9742	1
	2018	11	28	05	01	 -11.91	 133.36	0.292		296.6100	266.2625	197.2012	 68.6307	1
	2018	12	01	03	55	 -28.26	 129.61	0.397		302.0933	258.7599	212.1310	109.3314	1
	2018	12	03	17	10	 -25.51	 125.71	0.229		285.9546	266.5858	216.7248	 89.0225	1
	2018	12	04	01	23	 -24.95	 150.18	0.910		266.9357	215.8681	157.0342	 73.0931	1
	2018	12	04	16	15	 -12.74	 130.44	0.334		280.5627	266.2970	192.6747	 79.4488	1
	2018	12	07	15	13	 -11.37	 132.01	0.304		288.3389	266.9930	197.7239	 63.4681	1
	2018	12	07	15	14	 -15.62	 132.33	0.846		287.2193	247.8857	149.6212	 72.4961	1
	2018	12	11	13	20	 -13.34	 137.41	0.218		283.7381	270.6967	205.6945	 70.7143	1
	2018	12	12	00	47	 -10.67	 131.88	0.271		276.5525	266.5494	199.6861	 72.3987	1
	2018	12	13	13	16	 -31.29	 149.31	0.513		291.2193	258.6334	195.9639	104.6462	1
	2018	12	18	11	59	 -13.88	 131.99	0.370		282.0674	265.6555	190.9346	 71.1079	1
	2018	12	19	11	13	 -30.54	 152.77	0.223		277.6442	264.8755	211.0293	 97.5798	1
	2018	12	20	10	20	 -30.12	 151.63	0.223		280.2356	264.7896	210.5446	106.7997	1
	2018	12	20	10	20	 -31.41	 153.64	0.823		266.3024	227.1855	165.2471	 93.2743	1
	2018	12	24	09	55	 -16.19	 141.33	0.277		284.9683	269.3372	198.1608	 86.6926	1
	2018	12	26	09	44	 -13.95	 130.54	0.318		282.8584	266.1202	194.7677	 67.3298	1
	2018	12	27	08	52	 -13.88	 142.02	0.288		283.8664	268.0627	195.0614	 73.5807	1
	2018	12	28	09	33	 -14.82	 125.96	0.246		295.5829	268.6721	212.1767	 83.6751	1
	2018	12	29	20	06	 -18.55	 123.72	0.205		290.0346	269.5723	211.8667	 93.7597	1
	2018	12	31	08	31	 -15.68	 131.66	0.290		282.3814	265.5686	199.2810	 80.3971	1
	2019	01	01	07	39	 -15.78	 133.74	0.272		301.0030	270.0945	201.0461	 70.5207	1
	2019	01	03	07	29	 -15.85	 130.29	0.203		327.1869	272.4176	206.3487	105.0209	1
	2019	01	03	07	29	 -15.94	 132.12	0.220		293.7187	270.5672	202.6784	 84.1117	1
	2019	01	03	07	29	 -16.08	 131.55	0.880		294.1537	242.3478	153.1288	 71.6954	1
	2019	01	03	07	29	 -20.12	 130.02	0.492		313.1873	255.3060	194.6422	110.9653	0
	2019	01	06	06	25	 -14.74	 130.14	0.220		298.9826	270.7395	212.6716	 75.1486	1
	2019	01	08	06	15	 -14.56	 127.49	0.219		302.0746	270.0915	209.9775	 89.8896	1
	2019	01	09	05	22	 -12.94	 133.91	0.224		287.9807	268.0873	211.0784	 88.2226	1
	2019	01	09	05	23	 -12.80	 135.56	0.461		284.8437	260.1181	183.0037	 57.7195	1
	2019	01	09	05	23	 -13.17	 134.91	0.356		291.1923	261.1919	193.4403	 71.7185	1
	2019	01	10	04	31	 -16.18	 141.99	0.237		301.0498	271.6985	204.9820	 82.5477	1
	2019	01	12	04	19	 -14.89	 134.26	0.316		302.5453	264.6722	189.5709	 69.9197	1
	2019	01	12	15	45	 -15.37	 126.03	0.953		275.3841	227.3590	141.6670	 63.8925	1
	2019	01	17	14	31	 -20.86	 121.25	0.607		300.2130	255.0592	173.9495	 57.2523	1
	2019	01	20	11	53	 -33.41	 149.07	0.345		276.0129	262.5200	200.8079	105.1551	1
	2019	01	24	13	10	 -19.96	 119.03	0.200		284.6020	271.7894	202.6335	 64.2634	1
	2019	01	26	09	50	 -35.24	 150.37	0.207		282.5702	262.3839	218.8421	124.9718	1
	2019	01	29	08	49	 -36.21	 150.31	0.212		276.1981	259.5017	216.8061	118.4398	1
	2019	01	29	08	49	 -35.76	 150.10	0.265		278.2560	262.5222	217.9694	118.0683	1
	2019	01	29	10	27	 -14.02	 135.05	0.245		288.4284	270.2275	200.1758	 75.8457	1
	2019	01	29	10	27	 -14.25	 133.54	0.423		284.4394	261.0696	181.5064	 65.2452	1
	2019	01	30	11	07	 -20.82	 120.15	0.395		310.1247	265.3207	193.3573	 71.9071	1
	2019	01	30	22	59	 -41.76	 153.34	0.393		269.3371	261.2011	192.7806	 79.0933	1
	2019	01	31	10	17	 -17.08	 128.87	0.228		291.3139	270.2414	208.8639	 78.6397	1
	2019	01	31	10	17	 -16.31	 130.77	0.498		282.4860	259.1040	194.6336	 82.3759	1
	2019	02	02	10	06	 -21.54	 116.31	0.415		298.9455	254.7529	188.9295	 90.1897	1
	2019	02	03	09	15	 -19.57	 125.70	0.321		326.5923	264.6112	200.8879	 98.0834	1
	2019	02	03	09	16	 -15.66	 130.59	0.202		288.5328	270.3954	209.9049	 87.2856	1
	2019	02	04	06	46	 -36.71	 148.82	0.242		286.0469	260.1774	213.0664	112.5506	1
	2019	02	04	09	56	 -21.89	 116.67	0.400		286.5165	257.7509	216.7535	111.5469	0
	2019	02	05	09	07	 -16.80	 128.59	0.210		292.8464	271.1430	214.6961	 75.1389	1
	2019	02	05	09	07	 -15.41	 129.89	0.214		286.1855	271.5417	201.9260	 71.7951	1
	2019	02	06	06	36	 -37.77	 144.08	0.260		281.9478	255.5838	214.3335	125.8715	0
	2019	02	06	08	15	 -16.78	 130.04	0.410		298.7417	261.5827	192.0840	 70.5043	1
	2019	02	07	08	53	 -29.40	 116.53	0.553		291.9576	250.7973	203.8260	141.9114	0
	2019	02	08	06	28	 -32.25	 145.16	0.298		300.8625	263.7969	212.4503	114.5460	1
	2019	02	08	06	28	 -33.63	 146.96	0.616		296.1125	259.2396	200.5850	111.5653	0
	2019	02	08	08	05	 -17.29	 128.13	0.500		295.0719	257.4902	194.1584	 81.4687	1
	2019	02	08	08	05	 -16.72	 129.67	0.228		301.3483	270.0278	214.5350	 94.6096	1
	2019	02	08	08	05	 -15.46	 126.32	0.367		291.2464	265.7938	185.7225	 65.0216	1
	2019	02	08	08	06	 -15.88	 129.59	0.385		303.5125	257.3260	183.7939	 94.8565	1
	2019	02	08	08	06	 -14.43	 127.54	0.510		291.1248	260.0988	177.4007	 64.4570	1
	2019	02	08	08	06	 -15.52	 129.69	0.243		302.4197	264.1673	199.6542	 84.7119	1
	2019	02	08	08	06	 -15.74	 130.39	0.315		302.5013	266.5644	201.1591	 81.5998	1
	2019	02	08	08	06	 -14.87	 132.54	0.277		292.8632	266.5977	199.3331	 75.3466	1
	2019	02	08	08	07	 -12.23	 132.37	0.314		288.3986	266.4453	199.2103	 82.7784	1
	2019	02	09	05	36	 -37.58	 151.68	0.364		274.1349	258.9119	214.5576	112.3898	1
	2019	02	12	07	45	 -21.46	 116.65	0.235		301.2605	268.5489	217.4362	116.4132	1
	2019	02	13	18	38	 -19.44	 141.05	0.377		287.0993	261.3151	209.3461	 81.6240	1
	2019	02	16	05	53	 -14.91	 130.21	0.463		284.8936	259.7922	187.1004	 73.0925	1
	2019	02	16	05	54	 -13.79	 130.23	0.278		296.2414	267.3957	193.8446	 71.0005	1
	2019	02	18	02	30	 -41.93	 154.15	0.223		273.8614	267.5788	217.9900	106.6725	1
	2019	02	18	17	33	 -38.52	 152.90	0.328		274.1958	264.5839	213.2789	119.6059	1
	2019	03	01	15	46	 -22.40	 122.56	0.479		299.1061	256.8892	188.3247	 91.3681	1
	2019	03	01	15	46	 -22.56	 121.62	0.813		280.3555	238.6719	176.4103	 97.1962	1
	2019	03	05	22	04	 -39.67	 154.33	0.461		272.8988	261.2310	204.6687	 91.9788	1
	2019	03	08	01	07	 -11.38	 113.96	0.223		278.0538	269.1981	208.5019	 83.7200	1
	2019	03	12	10	56	 -17.91	 142.57	0.318		293.1823	265.0187	203.2115	108.9489	1
	2019	03	12	10	56	 -21.09	 146.95	0.263		287.0355	265.6172	206.9863	107.0226	1
	2019	03	13	23	03	 -11.59	 120.71	0.306		289.2264	268.0236	194.5803	 66.4614	1
	2019	03	14	22	10	 -16.16	 129.93	0.737		274.6066	251.9348	143.8996	 51.2753	1
	2019	03	15	11	28	 -20.35	 122.35	0.857		300.4879	244.4866	159.0880	 68.8080	1
	2019	03	21	07	55	 -27.47	 152.30	0.407		279.6143	254.9185	200.5989	107.4908	1
